City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,gallup,35.5281,-108.7426,42.64,52,100,20.71,US,1679281494
367,khani,41.9563,42.9566,40.57,98,100,3.2,GE,1679281495
368,kudahuvadhoo,2.6708,72.8944,81.32,76,72,5.23,MV,1679281495
369,biu,10.6129,12.1946,79.3,10,100,2.28,NG,1679281495
370,at-bashi,41.1702,75.8106,20.75,79,76,0.76,KG,1679281496
371,huarmey,-10.0681,-78.1522,76.68,77,64,7.25,PE,1679281496
372,corn island,12.1694,-83.0418,80.1,75,16,14.54,NI,1679281497
373,cap malheureux,-19.9842,57.6142,77.47,84,10,1.01,MU,1679281497
374,aykhal,66.0,111.5,-22.54,97,100,10.78,RU,1679281497
375,labuhan,-6.8844,112.2051,85.19,69,53,3.91,ID,1679281498
376,husavik,66.0449,-17.3389,7.03,95,65,11.65,IS,1679281498
377,saint-leu,-21.15,55.2833,74.95,93,42,2.53,RE,1679281499
378,boa vista,2.8197,-60.6733,80.58,57,0,6.91,BR,1679281499
379,paamiut,61.994,-49.6678,18.16,69,94,10.69,GL,1679281500
380,avera,33.194,-82.5271,41.05,40,100,8.21,US,1679281500
381,carnarvon,-24.8667,113.6333,80.06,64,0,12.95,AU,1679281501
382,kwinana,-32.25,115.7667,90.18,37,28,9.55,AU,1679281503
383,beba,22.4437,-79.7253,70.07,78,61,0.74,CU,1679281503
384,kasongo,-4.45,26.6667,64.96,99,99,2.93,CD,1679281504
385,katsuura,35.1333,140.3,60.51,51,8,12.66,JP,1679281504
386,zapolyarnyy,69.4154,30.8136,18.68,94,100,4.65,RU,1679281282
387,dejen,10.1667,38.1333,57.36,63,89,0.22,ET,1679281505
388,gitarama,-2.0744,29.7567,58.46,92,100,2.19,RW,1679281506
389,irkutsk,52.2978,104.2964,30.97,55,0,8.99,RU,1679281223
390,saint-joseph,-21.3667,55.6167,74.46,82,71,4.41,RE,1679281506
391,tibiri,13.5627,7.0485,83.3,24,90,9.28,NE,1679281507
392,mackay,-21.15,149.2,86.68,76,21,17.83,AU,1679281508
393,mohnesee,51.5,8.1333,46.98,87,100,5.93,DE,1679281508
394,lopatino,52.6195,45.8118,34.03,92,22,6.22,RU,1679281509
395,inongo,-1.95,18.2667,71.1,88,100,2.24,CD,1679281510
396,balkhash,46.844,74.9804,16.41,53,0,24.61,KZ,1679281511
397,ketchikan,55.3422,-131.6461,42.78,93,100,4.61,US,1679281511
398,namatanai,-3.6667,152.4333,84.92,63,100,8.52,PG,1679281513
399,roald,62.5833,6.1333,38.75,93,100,6.91,NO,1679281514
400,asadabad,34.7824,48.1185,37.35,79,8,3.83,IR,1679281514
401,valdivia,-39.8142,-73.2459,46.6,86,80,3.0,CL,1679281515
402,katherine,-14.4667,132.2667,89.92,55,40,12.66,AU,1679281515
403,makakilo city,21.3469,-158.0858,81.01,66,0,8.05,US,1679281516
404,ambon,-3.6954,128.1814,87.94,66,40,4.61,ID,1679281516
405,vila velha,-20.3297,-40.2925,75.15,95,40,2.3,BR,1679281517
406,maniitsoq,65.4167,-52.9,28.4,97,100,11.41,GL,1679281518
407,grindavik,63.8424,-22.4338,28.87,69,75,12.66,IS,1679281519
408,sao gabriel da cachoeira,-0.1303,-67.0892,71.8,99,100,2.51,BR,1679281243
409,la libertad,-2.2333,-80.9,78.82,83,100,5.3,EC,1679281520
410,hutchinson,38.0608,-97.9298,40.03,34,0,16.11,US,1679281400
411,onega,63.9061,38.1404,29.68,95,100,7.4,RU,1679281521
412,davila,18.4726,120.5763,85.98,69,25,8.21,PH,1679281522
413,acapulco,16.8634,-99.8901,77.43,74,1,4.12,MX,1679281374
414,rio grande,-32.035,-52.0986,74.32,87,6,7.67,BR,1679281447
415,listvyanskiy,54.4399,83.4984,1.96,92,63,4.03,RU,1679281523
416,newport,51.5877,-2.9984,49.6,91,100,8.05,GB,1679281524
417,san felipe del progreso,19.7128,-99.9519,48.45,38,0,4.65,MX,1679281524
418,sao miguel do araguaia,-13.275,-50.1628,67.86,99,100,3.27,BR,1679281525
419,bonoua,5.2741,-3.595,82.02,87,29,6.71,CI,1679281280
420,kamina,-8.7386,24.9906,62.87,98,100,3.89,CD,1679281525
421,soe,-9.8607,124.284,80.47,59,8,5.61,ID,1679281526
422,lucea,18.451,-78.1736,75.06,77,9,0.98,JM,1679281526
423,mahanje,-9.9333,35.3333,61.47,96,93,1.95,TZ,1679281527
424,faya,18.3851,42.4509,52.32,33,3,5.57,SA,1679281527
425,ixtapa,20.7,-105.2,72.63,73,0,0.0,MX,1679281528
426,rock springs,41.5875,-109.2029,31.44,64,0,6.91,US,1679281528
427,boden,65.8252,21.6886,26.6,97,73,3.11,SE,1679281529
428,ust-maya,60.4167,134.5333,0.75,80,100,2.3,RU,1679281529
429,mantua,45.1667,10.7833,51.1,90,100,1.99,IT,1679281530
430,temir,49.1414,57.13,27.72,65,7,11.92,KZ,1679281530
431,cairns,-16.9167,145.7667,95.07,82,40,17.27,AU,1679281389
432,north bend,43.4065,-124.2243,50.92,94,100,9.22,US,1679281531
433,popondetta,-8.7537,148.2534,87.91,58,100,4.5,PG,1679281531
434,roebourne,-20.7833,117.1333,94.84,44,7,11.05,AU,1679281532
435,hervey bay,-25.2986,152.8535,83.7,64,45,11.81,AU,1679281533
436,paraiso,9.8383,-83.8656,68.86,96,57,3.24,CR,1679281533
437,nsanje,-16.92,35.262,70.47,98,98,2.46,MW,1679281534
438,pacific grove,36.6177,-121.9166,53.02,92,100,10.36,US,1679281535
439,pafos,34.7667,32.4167,51.58,93,91,6.91,CY,1679281296
440,taguatinga,-12.3857,-46.5711,68.7,99,100,2.48,BR,1679281536
441,nanchong,30.7951,106.0847,56.93,73,100,3.29,CN,1679281537
442,zhanaozen,43.3,52.8,41.45,50,0,14.25,KZ,1679281537
443,beidao,34.5686,105.8933,53.42,67,100,6.06,CN,1679281524
444,nara,34.6851,135.8049,64.96,30,42,3.2,JP,1679281538
445,chicama,-7.8447,-79.1469,81.14,78,78,4.88,PE,1679281538
446,kununurra,-15.7667,128.7333,93.18,52,40,5.75,AU,1679281539
447,pitimbu,-7.4706,-34.8086,77.59,80,100,2.3,BR,1679281539
448,machilipatnam,16.1667,81.1333,81.43,70,24,8.97,IN,1679281540
449,lagunas,-5.2269,-75.6753,77.52,83,98,3.33,PE,1679281541
450,gavle,60.6745,17.1417,43.34,97,100,1.99,SE,1679281542
451,ust-kan,50.9276,84.761,6.64,75,100,7.52,RU,1679281542
452,boende,-0.2167,20.8667,67.3,99,100,1.21,CD,1679281542
453,hambantota,6.1241,81.1185,77.34,100,40,2.3,LK,1679281543
454,wexford,52.3342,-6.4575,50.22,100,100,13.0,IE,1679281543
455,kovdor,67.5662,30.4758,19.6,95,100,5.1,RU,1679281544
456,okhotsk,59.3833,143.3,13.21,67,9,18.95,RU,1679281544
457,axim,4.8699,-2.2405,79.56,84,59,8.93,GH,1679281545
458,prado,-17.3411,-39.2208,76.3,85,2,5.3,BR,1679281545
459,payson,40.0444,-111.7321,44.26,54,100,10.36,US,1679281546
460,pringsewu,-5.3582,104.9744,84.81,69,100,3.74,ID,1679281546
461,macusani,-14.0833,-70.4333,35.46,100,100,1.32,PE,1679281546
462,brandon,27.9378,-82.2859,60.89,67,100,8.99,US,1679281301
463,lake city,30.1897,-82.6393,50.86,49,40,3.44,US,1679281280
464,waingapu,-9.6567,120.2641,85.68,68,21,9.46,ID,1679281547
465,xingtai,37.0631,114.4942,59.5,46,100,8.66,CN,1679281548
466,honiara,-9.4333,159.95,83.14,79,95,4.41,SB,1679281548
467,develi,38.3906,35.4922,38.55,98,100,1.86,TR,1679281549
468,nyurba,63.2842,118.3319,-12.42,90,91,5.01,RU,1679281549
469,antofagasta,-23.65,-70.4,69.08,79,1,0.43,CL,1679281550
470,rocky mountain house,52.3668,-114.9188,30.31,55,44,3.44,CA,1679281498
471,muzhi,65.3667,64.6667,25.63,81,100,18.1,RU,1679281550
472,tahe,52.3333,124.7333,39.85,70,100,2.19,CN,1679281551
473,belluno,46.145,12.2214,49.71,80,100,2.01,IT,1679281551
474,morondava,-20.2833,44.2833,75.96,85,7,1.99,MG,1679281552
475,presidencia roque saenz pena,-26.7852,-60.4388,79.88,59,0,7.2,AR,1679281552
476,kano,12.0001,8.5167,80.49,54,0,6.91,NG,1679281553
477,petropavlovsk-kamchatskiy,53.0452,158.6483,28.99,51,75,4.47,RU,1679281553
478,ribas do rio pardo,-20.4431,-53.7592,69.4,93,60,5.03,BR,1679281554
479,yar-sale,66.8333,70.8333,24.4,94,100,19.33,RU,1679281554
480,luanda,-8.8368,13.2343,77.32,81,100,4.0,AO,1679281555
481,jacqueville,5.2052,-4.4146,80.44,84,83,13.44,CI,1679281555
482,nikki,9.9401,3.2108,76.15,65,74,4.14,BJ,1679281556
483,zhigansk,66.7697,123.3711,-19.75,90,94,10.27,RU,1679281556
484,beckley,37.7782,-81.1882,22.32,64,0,5.75,US,1679281440
485,aguilas,37.4063,-1.5829,55.4,64,0,5.17,ES,1679281557
486,mafra,-26.1114,-49.8053,65.5,86,78,1.66,BR,1679281458
487,bose,45.4612,8.0137,47.21,80,88,1.39,IT,1679281558
488,cabedelo,-6.9811,-34.8339,77.67,82,98,1.88,BR,1679281558
489,caluquembe,-13.7833,14.6833,58.08,92,100,1.21,AO,1679281559
490,jurado,7.1053,-77.7641,76.12,90,100,2.42,CO,1679281559
491,jevargi,17.0167,76.7667,77.88,37,0,11.81,IN,1679281561
492,thunder bay,48.4001,-89.3168,30.18,50,100,10.36,CA,1679281418
493,luderitz,-26.6481,15.1594,60.71,80,83,2.93,NA,1679281563
494,sikeston,36.8767,-89.5879,34.92,64,0,0.0,US,1679281564
495,itarema,-2.9248,-39.9167,75.83,90,100,4.99,BR,1679281565
496,coquimbo,-29.9533,-71.3436,65.93,88,100,4.61,CL,1679281378
497,keita,14.7551,5.7749,82.89,23,91,9.26,NE,1679281567
498,torrington,41.8007,-73.1212,31.24,56,6,1.01,US,1679281567
499,sheregesh,52.9209,87.9869,8.46,85,99,4.32,RU,1679281568
500,llanes,43.4198,-4.7549,51.89,72,100,6.13,ES,1679281569
501,kodinsk,58.6881,99.1844,6.03,86,100,9.86,RU,1679281569
502,obregon,11.9566,-85.9636,82.49,61,86,9.62,NI,1679281570
503,porto novo,6.4965,2.6036,82.22,81,99,4.72,BJ,1679281570
504,berlevag,70.8578,29.0864,24.8,74,75,13.8,NO,1679281571
505,tomball,30.0972,-95.6161,50.58,71,98,5.03,US,1679281264
506,eenhana,-17.4667,16.3333,66.67,64,15,3.69,NA,1679281571
507,hofn,64.2539,-15.2082,22.32,62,41,10.76,IS,1679281572
508,kadaya,50.9327,119.2911,21.43,89,87,4.76,RU,1679281573
509,belmonte,-15.8631,-38.8828,76.78,85,38,5.95,BR,1679281573
510,vilhena,-12.7406,-60.1458,66.96,99,100,3.31,BR,1679281574
511,iaciara,-14.0958,-46.6317,67.87,96,100,4.09,BR,1679281574
512,saposoa,-6.934,-76.7716,71.11,97,99,3.18,PE,1679281575
513,bam,29.106,58.357,67.86,24,8,6.71,IR,1679281575
514,along,28.1667,94.7667,61.99,98,100,0.25,IN,1679281576
515,kasempa,-13.4584,25.8338,63.23,97,100,3.13,ZM,1679281576
516,bandiagara,14.3501,-3.6104,74.41,11,1,2.57,ML,1679281576
517,nelson bay,-32.7167,152.15,77.05,80,99,17.0,AU,1679281577
518,sakakah,29.9697,40.2064,53.17,51,0,7.49,SA,1679281578
519,lac-megantic,45.5834,-70.8823,12.56,90,100,12.71,CA,1679281578
520,zemio,5.0314,25.1361,69.19,86,100,1.54,CF,1679281579
521,isangel,-19.55,169.2667,80.01,78,100,15.17,VU,1679281580
522,broken hill,-31.95,141.4333,85.17,26,71,17.49,AU,1679281353
523,baijiantan,45.6333,85.1833,37.47,44,84,10.47,CN,1679281580
524,lasa,46.6166,10.7002,41.02,96,99,3.85,IT,1679281581
525,yichun,47.7,128.9,48.16,26,0,9.22,CN,1679281582
526,ust-kulom,61.6864,53.6902,24.33,94,99,7.34,RU,1679281582
527,mitchelstown,52.2658,-8.2681,51.96,98,100,8.86,IE,1679281583
528,yicheng,31.3705,119.8703,54.52,81,97,7.7,CN,1679281583
529,sulangan,11.1373,123.7228,79.34,71,90,9.26,PH,1679281584
530,soyo,-6.1349,12.3689,77.58,86,100,4.27,AO,1679281584
531,atbasar,51.8,68.3333,-4.54,92,33,6.04,KZ,1679281585
532,sale,34.0389,-6.8166,51.75,100,0,0.0,MA,1679281586
533,borisoglebskiy,57.2586,39.1508,19.83,95,100,4.85,RU,1679281587
534,toamasina,-18.1667,49.3833,75.2,100,40,3.44,MG,1679281588
535,port augusta,-32.5,137.7667,82.31,31,100,7.92,AU,1679281589
536,kuloy,61.0305,42.4925,26.4,97,100,5.19,RU,1679281590
537,aleksandrov gay,50.147,48.5704,40.95,72,63,9.69,RU,1679281591
538,cooma,-36.2333,149.1333,72.23,33,100,5.3,AU,1679281591
539,san jose,37.3394,-121.895,56.98,78,75,12.66,US,1679281364
540,carballo,43.213,-8.691,50.9,94,100,3.22,ES,1679281592
541,chipinge,-20.1883,32.6236,60.85,94,93,4.21,ZW,1679281592
542,navalmoral de la mata,39.8916,-5.5406,48.0,68,30,1.61,ES,1679281593
543,fresnillo,23.1667,-102.8833,56.75,26,0,17.0,MX,1679281593
544,puerto colombia,10.9878,-74.9547,78.89,82,4,23.58,CO,1679281594
545,pangody,65.85,74.4859,18.77,93,100,24.29,RU,1679281594
546,kedrovyy,56.1667,91.8167,7.21,80,100,9.84,RU,1679281594
547,sibolga,1.7427,98.7792,84.42,71,99,1.32,ID,1679281595
548,palmer,42.1584,-72.3287,31.24,47,0,10.36,US,1679281595
549,zhezkazgan,47.8043,67.7144,15.78,73,0,24.61,KZ,1679281596
550,loikaw,19.6742,97.2094,80.1,38,93,6.04,MM,1679281596
551,bijie,27.3125,105.2942,61.23,63,99,1.83,CN,1679281597
552,zhicheng,30.2956,111.5047,52.16,75,96,2.75,CN,1679281597
553,hovd,48.0056,91.6419,35.74,28,100,10.45,MN,1679281598
554,kloulklubed,7.0419,134.2556,84.7,74,22,11.7,PW,1679281599
555,macenta,8.5435,-9.471,67.57,95,11,1.32,GN,1679281599
556,jumla,29.2747,82.1838,48.97,65,100,1.7,NP,1679281599
557,bahir dar,11.5936,37.3908,65.19,38,61,3.27,ET,1679281600
